intron	logef	DMSO	CORIN	deltapsi
chr1:829104:841200:clu_1_+	0.0073000361637075	0.348595600036392	0.339648109605695	-0.00894749043069665
chr1:829104:847654:clu_1_+	0.169354394111197	0.255501453401368	0.292738598274475	0.0372371448731065
chr1:829104:851927:clu_1_+	0.398619978409177	0.169697568766632	0.244529360718281	0.074831791951649
chr1:847806:851927:clu_1_+	-0.575274408684082	0.226205377795608	0.12308393140155	-0.103121446394059
chr1:1399685:1400158:clu_10_+	0.0195880539983076	0.410930248082721	0.420445460036609	0.00951521195388816
chr1:1399689:1400158:clu_10_+	-0.0195880539983076	0.589069751917279	0.579554539963391	-0.00951521195388816
chr1:26276760:26277133:clu_100_+	-0.241169235751937	0.374238157544918	0.269646672197222	-0.104591485347696
chr1:26276760:26277136:clu_100_+	0.241169235751937	0.625761842455082	0.730353327802778	0.104591485347696
chr1:155263400:155263573:clu_1000_-	-0.0235952506999317	0.115270252095404	0.101205171258773	-0.0140650808366309
chr1:155263400:155263950:clu_1000_-	0.155615672745389	0.768778060181939	0.807452078869539	0.0386740186875997
chr1:155263708:155263950:clu_1000_-	-0.132020422045457	0.115951687722657	0.091342749871688	-0.0246089378509689
chr1:155268359:155268708:clu_1001_-	0.312341327308077	0.353261028143114	0.417410672249566	0.0641496441064527
chr1:155268359:155269488:clu_1001_-	-0.550864925080259	0.115841642911946	0.0577360164849839	-0.0581056264269625
chr1:155268792:155269488:clu_1001_-	0.0829187633927635	0.16164217602718	0.15183977619923	-0.00980239982795003
chr1:155268795:155269488:clu_1001_-	0.155604834379419	0.369255152917759	0.373013535066219	0.00375838214845992
chr1:155269713:155270808:clu_1002_-	0.0894407596442475	0.284677963781223	0.322459292454666	0.037781328673443
chr1:155269716:155270808:clu_1002_-	-0.0894407596442475	0.715322036218776	0.677540707545334	-0.0377813286734429
chr1:155668717:155670320:clu_1003_-	-0.11226771031653	0.594478670783732	0.539412055152827	-0.0550666156309048
chr1:155668777:155670320:clu_1003_-	0.112267710316531	0.405521329216268	0.460587944847173	0.0550666156309048
chr1:155680456:155688071:clu_1004_-	-0.230820492422536	0.38272787392517	0.33645901082946	-0.0462688630957098
chr1:155680456:155688659:clu_1004_-	0.258199304715487	0.115060771480295	0.164948341032149	0.0498875695518535
chr1:155680456:155688930:clu_1004_-	0.0964492331571291	0.0300224859836297	0.0366117221304914	0.00658923614686172
chr1:155688201:155688659:clu_1004_-	-0.12382804545008	0.472188868610905	0.4619809260079	-0.0102079426030055
chr1:155916709:155917499:clu_1005_-	0.260173211005484	0.195848085499969	0.290676137321924	0.0948280518219554
chr1:155916737:155917499:clu_1005_-	-0.260173211005484	0.804151914500031	0.709323862678076	-0.0948280518219554
chr1:155921524:155921861:clu_1006_-	0.808988605644858	0.0341488606636185	0.134586264665741	0.100437404002123
chr1:155921527:155921861:clu_1006_-	-0.0564755056763596	0.0802124577065318	0.133045459179224	0.0528330014726918
chr1:155921628:155921861:clu_1006_-	-0.752513099968499	0.88563868162985	0.732368276155035	-0.153270405474815
chr1:155948015:155950269:clu_1007_-	-0.161818057512708	0.368614230004528	0.296962888608658	-0.0716513413958695
chr1:155948015:155950299:clu_1007_-	0.161818057512708	0.631385769995472	0.703037111391342	0.0716513413958694
chr1:155965128:155965303:clu_1008_-	-0.0423289771254154	0.34626993959788	0.327363514282762	-0.0189064253151187
chr1:155965131:155965303:clu_1008_-	0.0423289771254154	0.65373006040212	0.672636485717238	0.0189064253151188
chr1:155969300:155978067:clu_1009_-	-0.184823293749291	0.0909282531008447	0.0619932565038826	-0.0289349965969621
chr1:155969300:155978365:clu_1009_-	-0.184883866202913	0.448121114557327	0.305502454637943	-0.142618659919384
chr1:155969300:155978913:clu_1009_-	-0.184742249307087	0.0344487866974131	0.0234884701075889	-0.0109603165898242
chr1:155969300:155983107:clu_1009_-	0.554449409259291	0.426501845644415	0.609015818750585	0.18251397310617
chr1:26280922:26281058:clu_101_+	0.548912608121146	0.00210786078402968	0.00358499290418684	0.00147713212015715
chr1:26280932:26281029:clu_101_+	-0.567087825289539	0.00411102446453843	0.002290464724542	-0.00182055973999643
chr1:26280932:26281058:clu_101_+	0.0181752171683929	0.993781114751432	0.994124542371271	0.000343427619839409
chr1:156011887:156014961:clu_1010_-	0.0807653364430663	0.952953959907533	0.959688445893471	0.00673448598593795
chr1:156011887:156018132:clu_1010_-	-0.0807653364430663	0.0470460400924668	0.040311554106529	-0.00673448598593782
chr1:156015063:156018270:clu_1011_-	-0.236169624414462	0.0137731381879381	0.00863289093760828	-0.00514024725032982
chr1:156015069:156018270:clu_1011_-	0.236169624414462	0.986226861812062	0.991367109062392	0.00514024725032991
