intron	logef	DMSO	CORIN	deltapsi
chr1:15795:186317:clu_1_-	0.282137174289321	0.0200887837536773	0.0347896547649461	0.0147008710112688
chr1:185559:186317:clu_1_-	-0.282137174289321	0.979911216246323	0.965210345235054	-0.0147008710112687
chr1:531283:774171:clu_10_-	-0.749476940291721	0.535915000913379	0.205046631067577	-0.330868369845802
chr1:773107:774171:clu_10_-	0.749476940291721	0.464084999086621	0.794953368932423	0.330868369845802
chr1:16978314:16980587:clu_100_-	0.530108515377545	0.570286743680799	0.793021955211326	0.222735211530527
chr1:16978314:16981514:clu_100_-	-0.530108515377545	0.429713256319201	0.206978044788674	-0.222735211530527
chr1:120441489:120442841:clu_1000_+	-0.0752736427495701	0.355742972196262	0.331259337236882	-0.0244836349593801
chr1:120441489:120449193:clu_1000_+	-0.116159400776494	0.355812946933014	0.31805123548606	-0.0377617114469532
chr1:120447841:120449193:clu_1000_+	0.191433043526064	0.288444080870724	0.350689427277058	0.0622453464063332
chr1:120439690:120440742:clu_1001_+	0.335544808793284	0.268849600022365	0.377252642735623	0.108403042713259
chr1:120439690:120441278:clu_1001_+	-0.239178757121859	0.357729596957254	0.282539060051183	-0.0751905369060705
chr1:120440814:120441278:clu_1001_+	-0.0963660516714242	0.373420803020382	0.340208297213194	-0.033212505807188
chr1:120824053:120825594:clu_1003_+	-0.0275741138968351	0.583606905570879	0.570146690302047	-0.0134602152688316
chr1:120824053:120827134:clu_1003_+	0.0275741138968351	0.416393094429121	0.429853309697953	0.0134602152688316
chr1:120824917:120825514:clu_1004_+	0.685119921788021	0.00549710796118592	0.0120926928028918	0.0065955848417059
chr1:120824917:120830416:clu_1004_+	-0.573128820588584	0.0576310952266155	0.0360242660466461	-0.0216068291799694
chr1:120824917:120833603:clu_1004_+	-0.553191535768562	0.0184019044717796	0.0117343677022502	-0.0066675367695294
chr1:120826457:120827054:clu_1004_+	0.280015235737806	0.0155581104420739	0.0228250046300321	0.00726689418795817
chr1:120826457:120833603:clu_1004_+	0.896400998998447	0.00419076508137974	0.0113878116774813	0.00719704659610159
chr1:120827997:120833603:clu_1004_+	0.920639034419099	0.00416493197515795	0.0115952820611145	0.00743035008595651
chr1:120829044:120833603:clu_1004_+	0.909633585242709	0.00420431817568171	0.0115768224947563	0.00737250431907459
chr1:120829815:120830416:clu_1004_+	-0.262177968293581	0.063853662685801	0.0544713728877512	-0.00938228979804987
chr1:120829815:120833603:clu_1004_+	-0.560668272901681	0.0201020025018512	0.0127229886014568	-0.00737901390039443
chr1:120831349:120831988:clu_1004_+	0.0797888529460068	0.0714175340133157	0.0857633351286865	0.0143458011153708
chr1:120831349:120833603:clu_1004_+	0.0382740738047995	0.0191397763375624	0.0220497682858502	0.00290999194828776
