intron	logef	DMSO	CORIN	deltapsi
chr1:829104:841200:clu_1_+	-0.520972844172187	0.582899950376274	0.33020539215748	-0.252694558218793
chr1:829104:847654:clu_1_+	0.520972844172186	0.417100049623726	0.66979460784252	0.252694558218793
chr1:26446432:26447559:clu_100_+	-0.0555073326484263	0.452876861059683	0.452277835265915	-0.000599025793767916
chr1:26446432:26457791:clu_100_+	0.136301299379273	0.0633899689083129	0.0766914841353402	0.0133015152270273
chr1:26447660:26457791:clu_100_+	-0.0807939667308464	0.483733170032004	0.471030680598745	-0.0127024894332593
chr1:26460144:26468892:clu_101_+	0.202971057088334	0.222907162221341	0.300932284886387	0.0780251226650463
chr1:26460144:26468895:clu_101_+	-0.202971057088334	0.777092837778659	0.699067715113613	-0.0780251226650464
chr1:26473527:26473703:clu_102_+	0.166770319417332	0.484782896120557	0.486213535318674	0.0014306391981167
chr1:26473527:26474085:clu_102_+	-0.32939449406799	0.00209474013267102	0.00127917000900565	-0.000815570123665376
chr1:26473732:26474085:clu_102_+	0.162624174650658	0.513122363746772	0.512507294672321	-0.000615069074451302
chr1:26474135:26474572:clu_103_+	1.15846653140214	0.993752154693606	0.999380627573573	0.00562847287996648
chr1:26474135:26474575:clu_103_+	-1.15846653140214	0.0062478453063935	0.00061937242642705	-0.00562847287996645
chr1:26474667:26475113:clu_104_+	0.463871588550853	0.991370962094934	0.99656979433343	0.0051988322384956
chr1:26474667:26475119:clu_104_+	-0.463871588550853	0.00862903790506559	0.00343020566657006	-0.00519883223849553
chr1:26772632:26772812:clu_105_+	0.184559944762963	0.503937767812363	0.59504745865544	0.0911096908430764
chr1:26772632:26772815:clu_105_+	-0.184559944762963	0.496062232187637	0.40495254134456	-0.0911096908430764
chr1:26924166:26934249:clu_106_+	0.44295654382826	0.028141880842268	0.0328860372494352	0.00474415640716717
chr1:26924166:26941457:clu_106_+	0.251730617860053	0.563894526215158	0.544261906931207	-0.0196326192839503
chr1:26924166:26945390:clu_106_+	-1.42568674135401	0.00686995470880253	0.00123899864398474	-0.00563095606481779
chr1:26934419:26941457:clu_106_+	0.399215895836944	0.0304198302980188	0.0340266261423615	0.00360679584434277
chr1:26943065:26945390:clu_106_+	0.331783683828757	0.370673807935753	0.387586431033011	0.0169126230972582
chr1:26941818:26942657:clu_107_+	0.234096469433394	0.00888601000644038	0.014116992455725	0.00523098244928465
chr1:26941818:26942660:clu_107_+	-0.234096469433394	0.99111398999356	0.985883007544275	-0.00523098244928466
chr1:28236452:28237761:clu_108_+	-0.00147419310161032	0.0421574272880243	0.0420385315096714	-0.000118895778352959
chr1:28236452:28237837:clu_108_+	0.00147419310161026	0.957842572711976	0.957961468490329	0.000118895778353112
chr1:28369825:28392842:clu_109_+	0.310477189024021	0.146668938457923	0.214561222317134	0.0678922838592101
chr1:28369825:28407410:clu_109_+	-0.146701204956695	0.54460498938966	0.504364659168652	-0.0402403302210076
chr1:28392941:28407410:clu_109_+	-0.163775984067326	0.308726072152417	0.281074118514214	-0.0276519536382025
chr1:1308720:1308915:clu_11_+	0.0221431367275113	0.36438298559053	0.381968808796974	0.0175858232064435
chr1:1308720:1309086:clu_11_+	-0.41159294376979	0.0908993969237673	0.0617535069340081	-0.0291458899897592
chr1:1308972:1309086:clu_11_+	-0.0755452331587279	0.416784245543618	0.396237508904684	-0.0205467366389348
chr1:1309000:1309086:clu_11_+	0.456306810218823	0.0474805064471979	0.0768316288916882	0.0293511224444903
chr1:1309007:1309086:clu_11_+	0.00868822998218341	0.0804528654948864	0.0832085464726467	0.00275568097776023
chr1:28407463:28457832:clu_110_+	0.0390011396274678	0.249878027668286	0.312478292111652	0.0626002644433669
chr1:28407463:28459085:clu_110_+	-0.634436822987326	0.298773677251053	0.190530156510277	-0.108243520740776
chr1:28457855:28459085:clu_110_+	-0.545311072150861	0.391882752782632	0.273202307886995	-0.118680444895637
chr1:28457859:28459085:clu_110_+	1.14074675551072	0.0594655422980289	0.223789243491075	0.164323701193046
chr1:28516867:28529858:clu_111_+	0.270934045680565	0.587865653377595	0.710336141009464	0.122470487631869
chr1:28518308:28529858:clu_111_+	-0.270934045680565	0.412134346622405	0.289663858990536	-0.122470487631869
