ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSG00000165609.14"	"NUDT5"	chr10	-	12170716	12170908	12170716	12170770	12172764	12172866	5	325,532,595	0,0,0	636,599,428	0,2,0	287	149	1	1.0	1.0,1.0,1.0	1.0,0.994,1.0	0.002
6	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91312495	91310626	91312413	91313077	91313229	6	4,2,10	5,3,1	36,41,19	19,12,6	231	149	0.520702615686	1.0	0.34,0.301,0.866	0.55,0.688,0.671	-0.134
7	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91312294	91312481	91312294	91312413	91313077	91313229	7	0,2,6	5,3,1	22,24,11	19,12,6	217	149	0.212302897782	0.7386652109326729	0.0,0.314,0.805	0.443,0.579,0.557	-0.153
9	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91312495	91310626	91312413	91313637	91313675	9	2,2,6	0,0,0	26,25,13	2,1,4	231	149	0.0010305621762	0.020409944754975796	1.0,1.0,1.0	0.893,0.942,0.677	0.163
10	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91313229	91310626	91311032	91313637	91313777	10	14,12,7	4,0,3	87,90,53	15,5,12	298	149	0.970964938966	1.0	0.636,1.0,0.538	0.744,0.9,0.688	-0.053
11	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91313961	91314404	11	0,0,0	0,3,0	4,3,3	9,5,18	153	149	1	1.0	NA,0.0,NA	0.302,0.369,0.14	-0.27
12	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91314079	91314252	12	0,0,0	1,0,8	3,7,7	48,69,35	153	149	1	1.0	0.0,NA,0.0	0.057,0.09,0.163	-0.103
13	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91314164	91314402	13	0,1,0	0,1,0	4,2,3	16,10,7	153	149	1	1.0	NA,0.493,NA	0.196,0.163,0.294	0.275
14	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314247	91314079	91314244	91314331	91314402	14	0,0,0	0,3,0	6,7,7	13,11,0	152	149	1	1.0	NA,0.0,NA	0.311,0.384,1.0	-0.565
16	"ENSG00000013441.17"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857972	200858089	16	91,101,174	2,5,17	164,119,59	11,13,3	298	149	0.489014655217	1.0	0.958,0.91,0.837	0.882,0.821,0.908	0.031
