intron	logef	DMSO	CORIN	deltapsi
chr1:187287:187376:clu_1_-	-0.23728917453249	0.111764745431436	0.0726000836094112	-0.039164661822025
chr1:187287:187380:clu_1_-	0.23728917453249	0.888235254568564	0.927399916390589	0.0391646618220249
chr1:946497:948131:clu_10_-	0.331386170488502	0.00766472417230981	0.0147644256034094	0.00709970143109959
chr1:946545:948131:clu_10_-	-0.331386170488502	0.99233527582769	0.985235574396591	-0.0070997014310995
chr1:16595009:16608508:clu_100_-	0.186365762966163	0.0730926391425387	0.0865609197422814	0.0134682805997427
chr1:16595013:16608508:clu_100_-	-0.0528235334010805	0.480187703973295	0.447693369773781	-0.0324943341995137
chr1:16603324:16608508:clu_100_-	0.254974425868944	0.279152269893351	0.354067240723113	0.0749149708297616
chr1:16607691:16608508:clu_100_-	-0.388516655434027	0.167567386990815	0.111678469760825	-0.0558889172299906
chr1:162796677:162797802:clu_1000_+	0.356045136145995	0.931036725240365	0.964933566136213	0.0338968408958477
chr1:162796677:162797828:clu_1000_+	-0.356045136145995	0.0689632747596351	0.0350664338637874	-0.0338968408958477
chr1:162800314:162804267:clu_1001_+	0.391271945251639	0.0373810206648879	0.0782799041183429	0.0408988834534551
chr1:162803535:162804267:clu_1001_+	-0.391271945251639	0.962618979335112	0.921720095881657	-0.0408988834534549
chr1:163322066:163326032:clu_1002_+	0.10148704277831	0.162847234737068	0.192442021312209	0.0295947865751415
chr1:163322212:163326032:clu_1002_+	-0.10148704277831	0.837152765262932	0.807557978687791	-0.0295947865751417
chr1:165631293:165649841:clu_1003_+	0.160233531852049	0.90693325794187	0.930682386774324	0.0237491288324549
chr1:165632274:165649841:clu_1003_+	-0.160233531852049	0.0930667420581305	0.0693176132256755	-0.0237491288324549
chr1:166839604:166840955:clu_1004_+	0.207789211290477	0.568927543930172	0.666646253291757	0.0977187093615856
chr1:166839769:166840955:clu_1004_+	-0.207789211290477	0.431072456069828	0.333353746708242	-0.0977187093615857
chr1:167765749:167772275:clu_1005_+	0.000733027510517655	0.290787067833441	0.315416671613503	0.0246296037800618
chr1:167765749:167787820:clu_1005_+	0.312741580491325	0.012355345094712	0.0183091435335997	0.00595379843888766
chr1:167773368:167776064:clu_1005_+	-0.0751102505682854	0.287772350687376	0.289347879234686	0.00157552854731047
chr1:167773368:167787820:clu_1005_+	-0.0613180014191547	0.0490452590729933	0.0499986375232152	0.000953378450221962
chr1:167776166:167787820:clu_1005_+	-0.177046356014402	0.360039977311478	0.326927668094996	-0.0331123092164821
chr1:168004793:168022988:clu_1006_+	-0.157214354385149	0.218277487992414	0.180626479448342	-0.0376510085440717
chr1:168004793:168038371:clu_1006_+	0.0800205449140742	0.543991187103723	0.570681956915622	0.0266907698118984
chr1:168023047:168038371:clu_1006_+	0.0771938094710745	0.237731324903863	0.248691563636036	0.0109602387321734
chr1:171512200:171512995:clu_1007_+	0.0633503383781543	0.785421893767527	0.806003488035729	0.0205815942682025
chr1:171512200:171513001:clu_1007_+	-0.0633503383781543	0.214578106232473	0.193996511964271	-0.0205815942682025
chr1:171514630:171515734:clu_1008_+	-0.300446112594699	0.214586889982182	0.130291106637093	-0.0842957833450892
chr1:171514645:171515734:clu_1008_+	0.300446112594699	0.785413110017818	0.869708893362907	0.0842957833450891
chr1:171584526:171587003:clu_1009_+	-0.146673774963956	0.823843195687201	0.777171414094826	-0.046671781592375
chr1:171584541:171587003:clu_1009_+	0.146673774963956	0.176156804312799	0.222828585905174	0.046671781592375
chr1:16619103:16619845:clu_101_-	-0.457964643878757	0.343376186568378	0.286656326343616	-0.0567198602247617
chr1:16619103:16625775:clu_101_-	-0.580623004704345	0.502142215939558	0.370807272481737	-0.131334943457821
chr1:16620024:16625775:clu_101_-	0.877318028277485	0.0634723933784254	0.201410509792093	0.137938116413668
chr1:16620245:16625775:clu_101_-	0.161269620305618	0.0910092041136386	0.141125891382553	0.0501166872689148
chr1:171587221:171587648:clu_1010_+	-0.22079277306577	0.453836158328138	0.440368245262499	-0.0134679130656392
chr1:171587221:171588379:clu_1010_+	0.441597217690104	0.032561822070196	0.0612770595529549	0.0287152374827589
chr1:171587751:171588379:clu_1010_+	-0.220804444624334	0.513602019601666	0.498354695184546	-0.0152473244171197
chr1:171588505:171589369:clu_1011_+	-0.183525438637786	0.0576659809665242	0.053114498831949	-0.00455148213457522
chr1:171588505:171591152:clu_1011_+	-0.0938667094499373	0.299091024758864	0.301324937945417	0.00223391318655319
chr1:171588505:171591587:clu_1011_+	-0.187165211121828	0.350484699355342	0.321648650703732	-0.0288360486516104
chr1:171589605:171591587:clu_1011_+	0.529819032573502	0.024208404551064	0.0455052117445751	0.0212968071935111
chr1:171591204:171591587:clu_1011_+	-0.0652616733639502	0.268549890368205	0.278406700774327	0.00985681040612135
chr1:171781795:171781988:clu_1012_+	0.0397464132209434	0.0317116625867297	0.0436354592446065	0.0119237966578768
