ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91312495	91310626	91312413	91313077	91313229	6	0,0	0,1	55,59	22,16	231	149	1	1.0	NA,0.0	0.617,0.704	-0.66
7	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91312294	91312481	91312294	91312413	91313077	91313229	7	0,0	0,1	31,34	22,16	217	149	1	1.0	NA,0.0	0.492,0.593	-0.542
9	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91313229	91310626	91311032	91313637	91313777	9	2,7	0,0	219,172	6,7	298	149	0.00837096102208	0.08702080656551278	1.0,1.0	0.948,0.925	0.064
11	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91314079	91314252	11	1,0	2,3	23,13	146,125	153	149	0.0243949446516	0.1770512136246852	0.327,0.0	0.133,0.092	0.051
13	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314247	91314079	91314244	91314331	91314402	13	1,0	0,2	69,45	53,45	152	149	0.0428550582622	0.2577667385301133	1.0,0.0	0.561,0.495	-0.028
14	"ENSG00000048740.19"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11314138	11314258	14	3,4	18,21	0,4	0,9	167	149	1	1.0	0.129,0.145	NA,0.284	-0.147
15	"ENSG00000048740.19"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11314138	11314270	15	0,4	39,41	0,4	9,6	167	149	0.173068161201	0.6457467891856546	0.0,0.08	0.0,0.373	-0.146
16	"ENSG00000048740.19"	"CELF2"	chr10	+	11328925	11334358	11330455	11334358	11325835	11325979	16	92,78	0,2	29,23	1,0	298	149	1	1.0	1.0,0.951	0.935,1.0	0.008
17	"ENSG00000013441.17"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857972	200858089	17	259,190	20,37	310,271	8,19	298	149	0.000578112361281	0.013789050394998666	0.866,0.72	0.951,0.877	-0.121
18	"ENSG00000107485.18"	"GATA3"	chr10	+	8063992	8064138	8063995	8064138	8058304	8058841	18	4,3	1,0	28,41	12,5	152	149	0.00702750025762	0.07688069364508403	0.797,1.0	0.696,0.889	0.106
