ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
7	"ENSG00000291033.1"	"TXLNGY"	chrY	+	19567349	19567570	19567349	19567482	19587209	19587507	7	4,2	1,0	3,1	0,0	237	149	1	1.0	0.715,1.0	1.0,1.0	-0.143
11	"ENSG00000156463.18"	"SH3RF2"	chr5	+	146055980	146056231	146055980	146056213	146059865	146060224	11	0,0	0,3	0,2	0,4	167	149	1	1.0	NA,0.0	NA,0.308	-0.308
12	"ENSG00000107537.14"	"PHYH"	chr10	-	13291824	13291912	13291830	13291912	13288359	13288541	12	4,6	122,121	4,3	112,101	155	149	0.571146528359	1.0	0.031,0.045	0.033,0.028	0.007
13	"ENSG00000133019.12"	"CHRM3"	chr1	+	239545640	239545753	239545640	239545749	239554750	239556966	13	0,2	1,0	3,2	10,7	153	149	0.039226797956	0.21649425659987748	0.0,1.0	0.226,0.218	0.278
14	"ENSG00000133019.12"	"CHRM3"	chr1	+	239545640	239545753	239545640	239545749	239632223	239632286	14	0,2	1,8	0,3	48,39	153	149	0.751269141132	1.0	0.0,0.196	0.0,0.07	0.063
15	"ENSG00000133019.12"	"CHRM3"	chr1	+	239545640	239545753	239545640	239545749	239678185	239678288	15	0,2	1,2	3,4	25,27	153	149	0.524062802126	1.0	0.0,0.493	0.105,0.126	0.131
16	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310737	91311032	91310855	91311032	91303872	91303971	16	3,6	0,0	229,212	1,2	267	149	1	1.0	1.0,1.0	0.992,0.983	0.012
17	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310737	91311032	91310855	91311032	91306031	91306096	17	3,6	0,0	229,211	0,2	267	149	1	1.0	1.0,1.0	1.0,0.983	0.008
18	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91311645	91312413	91312294	91312413	91310640	91311032	18	0,0	2,1	86,67	21,20	298	149	3.11206023262e-06	0.00020143791816385964	0.0,0.0	0.672,0.626	-0.649
19	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314402	91314331	91314402	91313077	91313229	19	10,7	0,0	236,241	1,0	298	149	1	1.0	1.0,1.0	0.992,1.0	0.004
20	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313961	91314404	91314079	91314404	91313637	91313777	20	0,0	2,3	26,21	146,125	267	149	0.00207056738488	0.024346512795405572	0.0,0.0	0.09,0.086	-0.088
21	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314247	91314164	91314247	91313637	91313777	21	3,7	0,0	314,273	16,13	234	149	0.00445937369296	0.042655156974123844	1.0,1.0	0.926,0.93	0.072
22	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314402	91314164	91314402	91313637	91313781	22	2,4	0,0	187,158	8,2	234	149	0.0233514151298	0.14775804104753976	1.0,1.0	0.937,0.981	0.041
23	"ENSG00000048740.19"	"CELF2"	chr10	+	11314138	11314270	11314138	11314258	11321188	11321386	23	4,6	3,2	2,3	0,0	161	149	0.000147709263639	0.003568035002468163	0.552,0.735	1.0,1.0	-0.357
24	"ENSG00000048740.19"	"CELF2"	chr10	+	11314138	11314270	11314138	11314258	11321206	11321386	24	43,45	18,21	11,9	0,9	161	149	0.433707437752	1.0	0.689,0.665	1.0,0.481	-0.063
25	"ENSG00000135048.14"	"CEMIP2"	chr9	-	71730704	71730914	71730738	71730914	71730047	71730253	25	125,128	0,0	1052,1129	5,5	183	149	1	1.0	1.0,1.0	0.994,0.995	0.006
27	"ENSG00000165632.9"	"TAF3"	chr10	+	7824317	7824564	7824317	7824560	7963919	7965742	27	1,2	34,23	1,0	50,45	153	149	0.53017335941	1.0	0.028,0.078	0.019,0.0	0.043
28	"ENSG00000067057.19"	"PFKP"	chr10	+	3109354	3109609	3109354	3109480	3112221	3112286	28	0,0	1810,1670	16,7	2741,2658	278	149	1	1.0	0.0,0.0	0.003,0.001	-0.002
29	"ENSG00000101343.15"	"CRNKL1"	chr20	-	20052291	20052722	20052478	20052722	20050469	20050622	29	313,303	1,0	313,304	0,0	298	149	1	1.0	0.994,1.0	1.0,1.0	-0.003
30	"ENSG00000181090.21"	"EHMT1"	chr9	+	137728348	137728593	137728348	137728529	137743370	137743528	30	2,6	20,27	0,1	15,18	213	149	0.00453830953554	0.04328599381036507	0.065,0.135	0.0,0.037	0.082
31	"ENSG00000181090.21"	"EHMT1"	chr9	+	137776617	137776844	137776617	137776840	137777881	137778055	31	115,87	0,4	36,48	0,0	153	149	0.544646898868	1.0	1.0,0.955	1.0,1.0	-0.022
33	"ENSG00000108679.13"	"LGALS3BP"	chr17	-	78975964	78976156	78976081	78976156	78974797	78974819	33	9942,10505	0,2	10730,9555	0,0	266	149	1	1.0	1.0,1.0	1.0,1.0	0.0
34	"ENSG00000108679.13"	"LGALS3BP"	chr17	-	78976994	78977214	78977139	78977214	78975964	78976156	34	267,305	6188,6732	287,268	6637,5608	294	149	0.850711978996	1.0	0.021,0.022	0.021,0.024	-0.001
