ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
9	"ENSG00000067048.17"	"DDX3Y"	chrY	+	12914883	12915227	12914883	12914982	12915066	12915227	9	0,0	5,1	2,0	0,1	233	149	0.184586751717	0.45465544092029175	0.0,0.0	1.0,0.0	-0.5
10	"ENSG00000174106.3"	"LEMD3"	chr12	+	65245668	65245939	65245668	65245774	65245860	65245939	10	1,3	38,26	1,8	57,41	235	149	0.437245948484	0.7907257239918665	0.016,0.068	0.011,0.11	-0.018
11	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91312413	91310626	91311032	91312294	91312413	11	0,2	2,1	176,141	21,20	298	149	0.00263388850824	0.020246549593758014	0.0,0.5	0.807,0.779	-0.543
13	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91313229	91310626	91312413	91313077	91313229	13	0,0	0,1	127,95	22,16	298	149	1	1.0	NA,0.0	0.743,0.748	-0.746
16	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314386	91314079	91314244	91314331	91314386	16	11,8	0,2	326,329	53,45	236	149	0.0606649402554	0.20818835734820995	1.0,0.716	0.795,0.822	0.049
17	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314402	91314079	91314247	91314331	91314402	17	10,8	0,0	323,326	66,42	233	149	5.96437055685e-05	0.0010422108551200423	1.0,1.0	0.758,0.832	0.205
18	"ENSG00000048740.19"	"CELF2"	chr10	+	11328925	11334358	11328925	11329097	11330455	11334358	18	6,10	54,66	1,7	9,17	298	149	0.262285056035	0.5756536201422474	0.053,0.07	0.053,0.171	-0.051
19	"ENSG00000013441.17"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857717	200857884	19	14,5	168,108	12,8	188,179	298	149	0.551920410572	0.898849105284002	0.04,0.023	0.031,0.022	0.005
20	"ENSG00000013441.17"	"CLK1"	chr2	-	200859679	200861466	200859679	200859746	200861237	200861466	20	69,50	41,24	120,102	28,20	298	149	0.000110082552003	0.001707491918954022	0.457,0.51	0.682,0.718	-0.216
21	"ENSG00000181090.21"	"EHMT1"	chr9	+	137817438	137818138	137817438	137817525	137818059	137818138	21	1,3	108,91	1,4	82,76	298	149	0.616999044385	0.9521650671021257	0.005,0.016	0.006,0.026	-0.005
24	"ENSG00000197355.11"	"UAP1L1"	chr9	+	137081997	137084538	137081997	137082064	137082636	137084538	24	41,43	264,261	16,17	93,114	298	149	0.91845113259	1.0	0.072,0.076	0.079,0.069	-0.0
25	"ENSG00000107331.18"	"ABCA2"	chr9	-	137010192	137010737	137010192	137010371	137010619	137010737	25	31,20	121,78	33,54	214,200	298	149	0.415660462921	0.7666529543975071	0.114,0.114	0.072,0.119	0.019
26	"ENSG00000107331.18"	"ABCA2"	chr9	-	137010972	137011309	137010972	137011105	137011185	137011309	26	8,7	85,65	14,27	95,143	229	149	0.0666402895757	0.2225134751977617	0.058,0.065	0.087,0.109	-0.037
27	"ENSG00000107331.18"	"ABCA2"	chr9	-	137011406	137011749	137011406	137011554	137011633	137011749	27	4,8	117,85	13,15	213,185	228	149	0.499745422892	0.8514897817579155	0.022,0.058	0.038,0.05	-0.004
28	"ENSG00000107331.18"	"ABCA2"	chr9	-	137021391	137022001	137021391	137021610	137021890	137022001	28	1,1	43,57	10,7	94,115	298	149	0.0065953996062	0.04132100002389716	0.011,0.009	0.051,0.03	-0.03
