ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSG00000165609.14"	"NUDT5"	chr10	-	12170716	12170908	12170716	12170770	12172764	12172866	5	402,430,365	1,1,0	360,567,373	0,2,2	287	149	1	1.0	0.995,0.996,1.0	1.0,0.993,0.99	0.003
6	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91312495	91310626	91312413	91313077	91313229	6	1,1,0	1,0,0	10,1,5	3,4,1	231	149	1	1.0	0.392,1.0,NA	0.683,0.139,0.763	0.168
7	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91312294	91312481	91312294	91312413	91313077	91313229	7	0,0,0	1,0,0	7,1,2	3,4,1	217	149	1	1.0	0.0,NA,NA	0.616,0.147,0.579	-0.447
9	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91313229	91310626	91311032	91313637	91313777	9	2,4,0	1,1,0	13,8,15	2,0,1	298	149	1	1.0	0.5,0.667,NA	0.765,1.0,0.882	-0.299
10	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91314079	91314252	10	0,0,0	3,2,2	5,3,0	13,26,13	153	149	0.000610048240315	0.02091172797005433	0.0,0.0,0.0	0.272,0.101,0.0	-0.124
11	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91314164	91314402	11	0,0,2	0,1,0	1,3,0	1,0,0	153	149	1	1.0	NA,0.0,1.0	0.493,1.0,NA	-0.246
12	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314247	91314079	91314244	91314331	91314402	12	0,0,0	0,1,0	0,0,2	1,0,2	152	149	1	1.0	NA,0.0,NA	0.0,NA,0.495	-0.247
13	"ENSG00000048740.19"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11314138	11314258	13	30,32,32	151,158,124	46,42,22	129,152,113	167	149	0.177277409638	0.7607906414128739	0.151,0.153,0.187	0.241,0.198,0.148	-0.032
14	"ENSG00000048740.19"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11314138	11314270	14	21,12,11	130,85,99	20,12,3	75,73,89	167	149	0.900326109314	1.0	0.126,0.112,0.09	0.192,0.128,0.029	-0.007
15	"ENSG00000048740.19"	"CELF2"	chr10	+	11328925	11334358	11330455	11334358	11325835	11325979	15	375,348,343	0,1,0	285,520,253	0,5,0	298	149	1	1.0	1.0,0.994,1.0	1.0,0.981,1.0	0.004
16	"ENSG00000013441.17"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857972	200858089	16	74,46,48	0,1,0	66,83,38	9,15,19	298	149	1.28956845202e-11	2.1467586948790583e-08	1.0,0.958,1.0	0.786,0.735,0.5	0.312
18	"ENSG00000165632.9"	"TAF3"	chr10	+	7963919	7965742	7963922	7965742	7824317	7824560	18	18,36,24	4,1,3	29,37,33	1,3,1	152	149	0.218031193917	0.8495407661371791	0.815,0.972,0.887	0.966,0.924,0.97	-0.062
21	"ENSG00000134453.16"	"RBM17"	chr10	+	6106140	6106238	6106143	6106238	6104930	6105097	21	307,256,235	0,2,0	217,219,171	0,0,1	152	149	1	1.0	1.0,0.992,1.0	1.0,1.0,0.994	-0.001
23	"ENSG00000015171.21"	"ZMYND11"	chr10	+	240055	240111	240058	240111	239437	239525	23	145,111,119	6,3,1	40,46,45	0,6,0	152	149	0.930648070427	1.0	0.959,0.973,0.992	1.0,0.883,1.0	0.014
24	"ENSG00000181090.21"	"EHMT1"	chr9	+	137743370	137743528	137743391	137743528	137728348	137728529	24	137,96,79	97,80,90	65,77,61	44,54,51	170	149	0.33163112494	1.0	0.553,0.513,0.435	0.564,0.556,0.512	-0.044
25	"ENSG00000181090.21"	"EHMT1"	chr9	+	137814250	137814508	137814430	137814508	137813385	137813530	25	4,2,2	282,249,206	3,5,3	167,207,146	298	149	1	1.0	0.007,0.004,0.005	0.009,0.012,0.01	-0.005
27	"ENSG00000188747.9"	"NOXA1"	chr9	+	137434202	137434406	137434223	137434406	137433964	137434079	27	0,0,1	2,4,4	0,0,0	8,0,11	170	149	1	1.0	0.0,0.0,0.18	0.0,NA,0.0	0.06
31	"ENSG00000197768.11"	"STPG3"	chr9	+	137253098	137253483	137253114	137253483	137252661	137252965	31	1,0,0	0,0,0	1,0,0	0,6,1	165	149	1	1.0	1.0,NA,NA	1.0,0.0,0.0	0.667
33	"ENSG00000188566.15"	"NDOR1"	chr9	+	137216066	137216188	137216093	137216188	137215898	137216017	33	5,5,2	77,51,83	1,3,0	38,22,36	176	149	0.142591604599	0.671177736604073	0.052,0.077,0.02	0.022,0.103,0.0	0.008
35	"ENSG00000108679.13"	"LGALS3BP"	chr17	-	78972969	78973343	78972969	78973222	78974687	78974819	35	0,0,0	7,6,10	0,0,3	12,9,13	270	149	0.856543435946	1.0	0.0,0.0,0.0	0.0,0.0,0.113	-0.038
37	"ENSG00000176884.17"	"GRIN1"	chr9	+	137167410	137168755	137167773	137168755	137163758	137163904	37	27,46,35	17,25,21	170,98,123	57,61,50	298	149	0.191754961223	0.795236444266921	0.443,0.479,0.455	0.599,0.445,0.552	-0.073
38	"ENSG00000176884.17"	"GRIN1"	chr9	+	137167410	137168756	137167773	137168756	137164171	137164215	38	26,45,35	5,4,4	155,91,127	11,3,4	298	149	0.043487800417	0.33101960988969126	0.722,0.849,0.814	0.876,0.938,0.941	-0.123
39	"ENSG00000176884.17"	"GRIN1"	chr9	+	137167410	137168756	137167773	137168756	137165185	137165296	39	35,58,51	9,20,11	229,163,167	30,25,41	298	149	0.0687400878079	0.4389064762739677	0.66,0.592,0.699	0.792,0.765,0.671	-0.092
41	"ENSG00000107331.18"	"ABCA2"	chr9	-	137012484	137012637	137012484	137012590	137012711	137012925	41	0,0,0	40,42,26	2,5,1	51,94,82	196	149	0.365679706669	1.0	0.0,0.0,0.0	0.029,0.039,0.009	-0.026
42	"ENSG00000107331.18"	"ABCA2"	chr9	-	137016573	137016738	137016573	137016697	137016919	137017124	42	48,33,27	0,0,1	95,91,72	4,2,1	190	149	0.195058966535	0.8024659375626031	1.0,1.0,0.955	0.949,0.973,0.983	0.017
43	"ENSG00000107331.18"	"ABCA2"	chr9	-	137022940	137023840	137022940	137023052	137024142	137024236	43	13,8,19	21,18,21	33,45,28	45,63,30	298	149	0.468236933438	1.0	0.236,0.182,0.311	0.268,0.263,0.318	-0.04
44	"ENSG00000148362.11"	"PAXX"	chr9	+	136992924	136993243	136993052	136993243	136992639	136992700	44	93,94,80	0,0,1	47,37,64	1,1,0	277	149	1	1.0	1.0,1.0,0.977	0.962,0.952,1.0	0.021
45	"ENSG00000107317.13"	"PTGDS"	chr9	+	136980810	136980855	136980832	136980855	136980182	136980284	45	0,0,0	0,2,0	1,3,2	29,20,24	171	149	1	1.0	NA,0.0,NA	0.029,0.116,0.068	-0.071
49	"ENSG00000184925.12"	"LCN12"	chr9	+	136953847	136953964	136953923	136953964	136953699	136953779	49	4,0,0	1,0,0	0,6,4	0,0,0	225	149	1	1.0	0.726,NA,NA	NA,1.0,1.0	-0.274
50	"ENSG00000159069.14"	"FBXW5"	chr9	-	136942768	136942973	136942768	136942943	136943348	136943506	50	7,6,3	178,194,166	8,11,19	198,323,179	179	149	0.0260554097914	0.24205359498463278	0.032,0.025,0.015	0.033,0.028,0.081	-0.023
51	"ENSG00000159069.14"	"FBXW5"	chr9	-	136942768	136943003	136942768	136942943	136943348	136943506	51	9,10,8	178,194,166	10,9,15	198,323,179	209	149	0.922656205388	1.0	0.035,0.035,0.033	0.035,0.019,0.056	-0.002
52	"ENSG00000159069.14"	"FBXW5"	chr9	-	136942768	136943003	136942768	136942973	136943348	136943506	52	4,5,5	2,1,0	7,0,6	5,2,10	179	149	0.000754693772336	0.023431081733031163	0.625,0.806,1.0	0.538,0.0,0.333	0.52
53	"ENSG00000134758.14"	"RNF138"	chr18	+	32126692	32126800	32126726	32126800	32124733	32124845	53	221,185,185	0,1,0	126,204,126	0,0,0	183	149	1	1.0	1.0,0.993,1.0	1.0,1.0,1.0	-0.002
54	"ENSG00000196642.19"	"RABL6"	chr9	+	136831720	136832370	136832261	136832370	136829392	136829484	54	547,497,441	0,0,0	273,372,262	0,4,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.979,1.0	0.007
55	"ENSG00000196642.19"	"RABL6"	chr9	+	136832261	136832370	136832264	136832370	136831720	136831861	55	8,10,10	484,469,451	11,12,2	314,393,278	152	149	0.487030575982	1.0	0.016,0.02,0.021	0.033,0.029,0.007	-0.004
56	"ENSG00000196642.19"	"RABL6"	chr9	+	136839221	136839486	136839313	136839486	136838908	136839121	56	623,636,543	11,11,8	427,472,359	5,11,1	241	149	0.383442760952	1.0	0.972,0.973,0.977	0.981,0.964,0.996	-0.006
58	"ENSG00000267748.4"	"ENSG00000267748"	chr19	+	38304564	38304686	38304623	38304686	38304374	38304490	58	0,0,1	0,1,0	1,1,4	0,0,0	208	149	1	1.0	NA,0.0,1.0	1.0,1.0,1.0	-0.5
60	"ENSG00000148396.19"	"SEC16A"	chr9	-	136446854	136447015	136446854	136446949	136447226	136447364	60	72,67,63	145,144,123	67,51,65	135,220,162	215	149	0.0522617338503	0.3712676793787491	0.256,0.244,0.262	0.256,0.138,0.218	0.05
61	"ENSG00000148396.19"	"SEC16A"	chr9	-	136446854	136447039	136446854	136446949	136447226	136447364	61	26,24,21	145,144,123	23,9,18	135,220,162	239	149	0.00653560211022	0.09961121827824566	0.101,0.094,0.096	0.096,0.025,0.065	0.035
62	"ENSG00000148396.19"	"SEC16A"	chr9	-	136446854	136447039	136446854	136447015	136447226	136447364	62	6,1,0	52,44,42	0,0,0	44,42,47	173	149	0.122191270794	0.6123509282562358	0.09,0.019,0.0	0.0,0.0,0.0	0.036
63	"ENSG00000111912.20"	"NCOA7"	chr6	+	125888938	125889981	125888971	125889981	125885158	125885343	63	28,31,53	18,19,5	23,42,24	14,23,9	182	149	0.369383358228	1.0	0.56,0.572,0.897	0.574,0.599,0.686	0.057
64	"ENSG00000165684.6"	"SNAPC4"	chr9	-	136392521	136392594	136392521	136392590	136392672	136392777	64	39,33,28	1,2,2	53,92,46	0,4,3	153	149	0.735479162223	1.0	0.974,0.941,0.932	1.0,0.957,0.937	-0.016
65	"ENSG00000165684.6"	"SNAPC4"	chr9	-	136398298	136398441	136398298	136398437	136400133	136400170	65	2,1,3	16,8,1	7,9,5	23,37,19	153	149	0.836327954334	1.0	0.109,0.109,0.745	0.229,0.192,0.204	0.113
72	"ENSG00000134644.16"	"PUM1"	chr1	-	30965981	30966278	30965981	30966197	30967166	30967310	72	248,242,249	48,48,50	361,607,238	66,93,36	230	149	0.182721501405	0.7750114831902046	0.77,0.766,0.763	0.78,0.809,0.811	-0.034
73	"ENSG00000134644.16"	"PUM1"	chr1	-	30980061	30980166	30980061	30980163	30981311	30981405	73	86,85,68	108,101,82	93,117,104	140,215,115	152	149	0.236672524795	0.8856969769215483	0.438,0.452,0.448	0.394,0.348,0.47	0.042
74	"ENSG00000134644.16"	"PUM1"	chr1	-	30980061	30980178	30980061	30980163	30981311	30981405	74	26,22,6	108,101,82	6,12,23	140,215,115	164	149	0.00508260427856	0.08505752096660936	0.179,0.165,0.062	0.037,0.048,0.154	0.056
75	"ENSG00000134644.16"	"PUM1"	chr1	-	30980061	30980178	30980061	30980166	30981311	30981405	75	25,22,5	85,85,67	6,8,22	93,113,103	161	149	0.0254273375171	0.23852032476620458	0.214,0.193,0.065	0.056,0.061,0.165	0.063
79	"ENSG00000175354.20"	"PTPN2"	chr18	-	12817155	12817365	12817155	12817265	12825809	12825944	79	161,194,181	0,1,0	114,153,105	1,0,0	249	149	1	1.0	1.0,0.991,1.0	0.986,1.0,1.0	0.002
81	"ENSG00000148248.14"	"SURF4"	chr9	-	133367258	133367543	133367258	133367445	133375921	133376166	81	28,23,38	1202,1396,1144	25,57,33	1339,1692,1198	247	149	0.461031565661	1.0	0.014,0.01,0.02	0.011,0.02,0.016	-0.001
82	"ENSG00000165699.15"	"TSC1"	chr9	-	132902604	132902787	132902604	132902783	132903650	132903817	82	36,37,28	0,0,0	59,88,66	1,0,2	153	149	1	1.0	1.0,1.0,1.0	0.983,1.0,0.97	0.016
83	"ENSG00000165699.15"	"TSC1"	chr9	-	132903650	132903817	132903650	132903802	132904410	132904454	83	31,41,35	0,1,0	51,81,40	0,0,0	164	149	1	1.0	1.0,0.974,1.0	1.0,1.0,1.0	-0.009
84	"ENSG00000165699.15"	"TSC1"	chr9	-	132909806	132910692	132909806	132910689	132911001	132911113	84	23,24,30	9,12,19	60,109,33	20,21,16	152	149	0.0617577638727	0.410871818665344	0.715,0.662,0.608	0.746,0.836,0.669	-0.089
86	"ENSG00000165699.15"	"TSC1"	chr9	-	132924814	132925007	132924814	132924906	132925586	132925739	86	1,0,0	0,0,1	1,0,1	0,0,0	250	149	1	1.0	1.0,NA,0.0	1.0,NA,1.0	-0.5
88	"ENSG00000165699.15"	"TSC1"	chr9	-	132925586	132927304	132925586	132925739	132928766	132928952	88	66,47,40	3,2,2	72,102,73	2,3,4	298	149	0.913920588285	1.0	0.917,0.922,0.909	0.947,0.944,0.901	-0.015
90	"ENSG00000107263.19"	"RAPGEF1"	chr9	-	131619050	131619209	131619050	131619206	131621795	131621998	90	1,5,4	8,8,1	2,11,0	0,2,0	152	149	1	1.0	0.109,0.38,0.797	1.0,0.844,NA	-0.493
91	"ENSG00000136144.12"	"RCBTB1"	chr13	-	49567153	49567323	49567153	49567320	49580504	49580584	91	19,13,1	58,68,45	7,17,4	52,128,74	152	149	0.135037645608	0.6498862892230522	0.243,0.158,0.021	0.117,0.115,0.05	0.047
92	"ENSG00000136144.12"	"RCBTB1"	chr13	-	49567153	49567323	49567153	49567320	49585443	49585558	92	1,3,0	0,0,0	5,4,0	2,0,0	152	149	1	1.0	1.0,1.0,NA	0.71,1.0,NA	0.145
93	"ENSG00000184634.17"	"MED12"	chrX	+	71119338	71119477	71119372	71119477	71118595	71118853	93	0,0,0	38,36,40	0,0,2	29,73,38	183	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.041	-0.014
95	"ENSG00000184634.17"	"MED12"	chrX	+	71124158	71124388	71124278	71124388	71123593	71123720	95	115,91,101	4,2,0	96,140,73	0,0,0	269	149	0.497349581263	1.0	0.941,0.962,1.0	1.0,1.0,1.0	-0.032
96	"ENSG00000184634.17"	"MED12"	chrX	+	71127847	71128120	71127892	71128120	71127335	71127467	96	2,3,3	35,28,44	5,0,3	25,67,37	194	149	0.800542150745	1.0	0.042,0.076,0.05	0.133,0.0,0.059	-0.008
97	"ENSG00000184634.17"	"MED12"	chrX	+	71130011	71130214	71130034	71130214	71129679	71129855	97	2,1,1	48,33,35	0,0,1	50,88,56	172	149	0.410337439874	1.0	0.035,0.026,0.024	0.0,0.0,0.015	0.023
98	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137383	71137233	71137383	71136878	71137029	98	102,109,87	1,0,2	97,133,106	0,0,2	196	149	1	1.0	0.987,1.0,0.971	1.0,1.0,0.976	-0.006
100	"ENSG00000184634.17"	"MED12"	chrX	+	71137557	71137635	71137560	71137635	71137186	71137383	100	17,16,22	1,2,0	25,41,19	1,0,0	152	149	0.585681993539	1.0	0.943,0.887,1.0	0.961,1.0,1.0	-0.044
