ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6	"ENSG00000262155.2"	"LINC02175"	chr16	+	25076084	25076601	25076090	25076601	25067065	25067660	6	1,3	0,0	1,11	1,1	155	149	1	1.0	1.0,1.0	0.49,0.914	0.298
7	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91312495	91310626	91312413	91313077	91313229	7	1,3	0,1	45,46	11,16	231	149	0.00830151063028	0.12674907537795432	1.0,0.659	0.725,0.65	0.142
8	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91312294	91312481	91312294	91312413	91313077	91313229	8	0,0	0,1	16,23	11,16	217	149	1	1.0	NA,0.0	0.5,0.497	-0.498
10	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91313229	91310626	91311032	91313637	91313777	10	6,2	0,0	106,106	2,7	298	149	0.00538864744493	0.09613856205293224	1.0,1.0	0.964,0.883	0.077
11	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91313961	91314404	11	1,0	0,0	2,0	9,5	153	149	1	1.0	1.0,NA	0.178,0.0	0.911
12	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91314079	91314252	12	1,0	2,2	8,1	83,61	153	149	0.103695011847	0.5930140278721165	0.327,0.0	0.086,0.016	0.113
13	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91313637	91313781	91313637	91313777	91314164	91314402	13	0,0	2,0	3,1	3,2	153	149	1	1.0	0.0,NA	0.493,0.327	-0.41
14	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314247	91314079	91314244	91314331	91314402	14	2,0	0,0	20,19	37,32	152	149	1	1.0	1.0,NA	0.346,0.368	0.643
15	"ENSG00000048740.19"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11288417	11288552	15	5,5	2,1	0,1	0,0	167	149	1	1.0	0.69,0.817	NA,1.0	-0.247
16	"ENSG00000048740.19"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11314138	11314258	16	24,24	169,158	0,4	20,20	167	149	0.134688504233	0.6900767857550957	0.112,0.119	0.0,0.151	0.04
17	"ENSG00000048740.19"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11314138	11314270	17	18,14	199,180	1,0	24,41	167	149	0.000972274393466	0.03138147180506073	0.075,0.065	0.036,0.0	0.052
18	"ENSG00000048740.19"	"CELF2"	chr10	+	11328925	11334358	11330455	11334358	11325835	11325979	18	777,771	0,1	130,129	0,1	298	149	1	1.0	1.0,0.997	1.0,0.985	0.006
19	"ENSG00000013441.17"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857972	200858089	19	643,604	27,31	470,517	10,6	298	149	9.66337632945e-05	0.005843630012957183	0.923,0.907	0.959,0.977	-0.053
20	"ENSG00000107485.18"	"GATA3"	chr10	+	8063992	8064138	8063995	8064138	8058304	8058841	20	3,0	0,0	58,69	17,10	152	149	1	1.0	1.0,NA	0.77,0.871	0.179
21	"ENSG00000165632.9"	"TAF3"	chr10	+	7963919	7965742	7963922	7965742	7824317	7824560	21	76,68	7,8	138,176	7,8	152	149	0.0618771075537	0.43785493533783093	0.914,0.893	0.951,0.956	-0.05
22	"ENSG00000198879.13"	"SFMBT2"	chr10	-	7283903	7284150	7283903	7283959	7285865	7285954	22	27,22	1,5	67,69	12,14	298	149	0.238071146154	0.9360853180658897	0.931,0.688	0.736,0.711	0.086
23	"ENSG00000198879.13"	"SFMBT2"	chr10	-	7370280	7370375	7370280	7370372	7381798	7381949	23	20,20	0,0	53,77	0,2	152	149	1	1.0	1.0,1.0	1.0,0.974	0.013
24	"ENSG00000134453.16"	"RBM17"	chr10	+	6106140	6106238	6106143	6106238	6104930	6105097	24	533,642	4,3	453,577	3,2	152	149	1	1.0	0.992,0.995	0.993,0.996	-0.001
27	"ENSG00000015171.21"	"ZMYND11"	chr10	+	240055	240111	240058	240111	239437	239525	27	490,445	10,14	151,177	5,4	152	149	0.890961880863	1.0	0.98,0.969	0.967,0.977	0.002
28	"ENSG00000181090.21"	"EHMT1"	chr9	+	137743370	137743528	137743391	137743528	137728348	137728529	28	109,118	141,152	108,120	153,156	170	149	0.758765096924	1.0	0.404,0.405	0.382,0.403	0.012
