ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10	"ENSG00000174106.3"	"LEMD3"	chr12	+	65245668	65245939	65245668	65245774	65245860	65245939	10	8,1	64,60	6,21	129,175	235	149	0.433066396598	0.7239698826225147	0.073,0.01	0.029,0.071	-0.009
11	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91312413	91310626	91311032	91312294	91312413	11	2,2	0,1	23,86	4,1	298	149	0.106675813116	0.24695237647732918	1.0,0.5	0.742,0.977	-0.109
12	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91311645	91312413	91311645	91311737	91312294	91312413	12	1,1	0,0	23,77	0,1	298	149	1	1.0	1.0,1.0	1.0,0.975	0.012
13	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91313229	91310626	91312413	91313077	91313229	13	1,4	0,1	27,107	4,10	298	149	0.0208793087369	0.06832610608974388	1.0,0.667	0.771,0.843	0.027
14	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91310626	91313229	91310626	91312495	91313077	91313229	14	1,2	0,1	31,101	1,5	298	149	0.095602038702	0.227458141929848	1.0,0.5	0.939,0.91	-0.174
16	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314386	91314079	91314244	91314331	91314386	16	6,4	0,0	39,109	2,26	236	149	0.000281296800483	0.0018803876339979458	1.0,1.0	0.925,0.726	0.174
17	"ENSG00000248323.8"	"LUCAT1"	chr5	-	91314079	91314402	91314079	91314247	91314331	91314402	17	6,4	1,1	38,108	7,24	233	149	0.684144785504	0.9581566146364219	0.793,0.719	0.776,0.742	-0.003
18	"ENSG00000048740.19"	"CELF2"	chr10	+	11328925	11334358	11328925	11329097	11330455	11334358	18	2,9	48,33	3,3	1,4	298	149	0.017295170822	0.05881193594978648	0.02,0.12	0.6,0.273	-0.366
19	"ENSG00000013441.17"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857717	200857884	19	4,3	87,85	8,9	188,233	298	149	0.770927877154	1.0	0.022,0.017	0.021,0.019	-0.001
20	"ENSG00000013441.17"	"CLK1"	chr2	-	200859679	200861466	200859679	200859746	200861237	200861466	20	28,24	14,19	40,76	34,27	298	149	0.680063138805	0.9554819229637516	0.5,0.387	0.37,0.585	-0.034
21	"ENSG00000181090.21"	"EHMT1"	chr9	+	137817438	137818138	137817438	137817525	137818059	137818138	21	2,2	101,85	3,1	95,91	298	149	1	1.0	0.01,0.012	0.016,0.005	0.0
22	"ENSG00000174358.16"	"SLC6A19"	chr5	+	1216557	1216945	1216557	1216686	1216788	1216945	22	0,0	0,1	2,5	3,4	251	149	1	1.0	NA,0.0	0.284,0.426	-0.355
24	"ENSG00000197355.11"	"UAP1L1"	chr9	+	137081997	137084538	137081997	137082064	137082636	137084538	24	19,24	183,164	17,16	86,79	298	149	0.0956170822518	0.227458141929848	0.049,0.068	0.09,0.092	-0.032
25	"ENSG00000107331.18"	"ABCA2"	chr9	-	137010192	137010737	137010192	137010371	137010619	137010737	25	22,16	90,79	31,50	209,162	298	149	0.916898016279	1.0	0.109,0.092	0.069,0.134	-0.001
26	"ENSG00000107331.18"	"ABCA2"	chr9	-	137010972	137011309	137010972	137011105	137011185	137011309	26	4,4	63,54	4,23	91,73	229	149	0.0282417072738	0.08726662752426612	0.04,0.046	0.028,0.17	-0.056
27	"ENSG00000107331.18"	"ABCA2"	chr9	-	137011406	137011749	137011406	137011554	137011633	137011749	27	11,6	85,115	11,19	181,225	228	149	0.806844005579	1.0	0.078,0.033	0.038,0.052	0.011
28	"ENSG00000107331.18"	"ABCA2"	chr9	-	137021391	137022001	137021391	137021610	137021890	137022001	28	4,1	51,45	3,5	35,85	298	149	0.514006179673	0.8027711335074876	0.038,0.011	0.041,0.029	-0.011
