status	loglr	df	p	cluster	p.adjust
Success	3.23891115770766	2	0.0392065616286492	chr1:clu_1_-	0.0986232487994574
Success	0.253914784618416	1	0.476079931391878	chr1:clu_10_-	0.596275604413585
Success	2.13546048532072	1	0.0387699120790521	chr1:clu_100_-	0.097833450011983
Success	6.18816368419994	1	0.000434811578211202	chr1:clu_1000_+	0.00417160811174905
Success	5.09676203096933	2	0.00611651963710354	chr1:clu_1001_+	0.0258346859209008
Success	0.229772267704448	2	0.79471456406914	chr1:clu_1002_+	0.860772729242215
Success	2.66491640592631	2	0.0696051718699432	chr1:clu_1003_+	0.148983162059696
Success	6.92047097506111	2	0.000987364806806414	chr1:clu_1004_+	0.00748122518922072
Success	12.2204880206609	4	6.51563838924676e-05	chr1:clu_1005_+	0.00111285607649664
Success	3.72371961567114	4	0.114049459175501	chr1:clu_1006_+	0.214139691796016
Success	1.32473496405146	2	0.265873415764677	chr1:clu_1007_+	0.395057600794055
Success	0.00165172857214202	1	0.954166255390904	chr1:clu_1008_+	0.970780052295514
Success	2.19437789172582	3	0.222430254673915	chr1:clu_1009_+	0.347356836066114
Success	1.24682761819395	1	0.114305974631007	chr1:clu_101_-	0.214466591467838
Success	1.94550541795729	1	0.0485451971924494	chr1:clu_1010_+	0.115012948849593
Success	0.534955879821609	4	0.899016184418137	chr1:clu_1011_+	0.934155672882924
Success	0.289119273441145	1	0.447003583723312	chr1:clu_1012_+	0.569804612095447
Success	8.95181360375523	3	0.000460444998468824	chr1:clu_1013_+	0.00437422748545382
Success	7.50347803668456	1	0.000107115614662963	chr1:clu_1014_+	0.00161548685771846
Success	2.83207766558257	1	0.017315053145849	chr1:clu_1015_+	0.0544454943158279
Success	4.38825979914691	2	0.0124223277674662	chr1:clu_1016_+	0.0429262488202368
Success	5.28025880808946	2	0.00509111300094998	chr1:clu_1017_+	0.0226817861973358
Success	9.86535938348106	2	5.19432187305612e-05	chr1:clu_1018_+	0.000964849436739562
Not enough valid samples	NA	NA	NA	chr1:clu_1019_+	NA
Success	0.335264029471091	3	0.880113163501476	chr1:clu_102_-	0.920874961209469
Success	6.09116686767356	2	0.00226276702405245	chr1:clu_1020_+	0.0131557274778409
Success	16.4820998920268	4	1.21481057595279e-06	chr1:clu_1021_+	6.11507245765329e-05
Success	0.615513908343473	1	0.267207245291711	chr1:clu_1022_+	0.396059381549014
Success	2.65805313811154	2	0.0700845339191693	chr1:clu_1023_+	0.14965244620201
Success	1.73868107428734	2	0.175752051718182	chr1:clu_1024_+	0.293229098676914
Success	2.69244660431519	1	0.0203118313295845	chr1:clu_1025_+	0.0609984438792378
Success	0.95535252042896	1	0.166884962615165	chr1:clu_1026_+	0.282342258881003
Success	0.112384248239266	1	0.635430338440632	chr1:clu_1027_+	0.73352367471336
Success	4.98369435000041	1	0.00159337317962241	chr1:clu_1028_+	0.0102817665552993
Success	4.20939034113928	1	0.00371364758965648	chr1:clu_1029_+	0.0181209795100821
