intron	logef	DMSO	CORIN	deltapsi
chr1:14829:14970:clu_1_-	-0.797241930694464	0.409007918122791	0.324786294075757	-0.0842216240470331
chr1:14829:185491:clu_1_-	1.59462485033706	0.0261119975138688	0.22671518960725	0.200603192093381
chr1:185350:185491:clu_1_-	-0.797382919642595	0.564880084363341	0.448498516316993	-0.116381568046348
chr1:524538:526555:clu_10_-	-0.198198940751634	0.723421927597583	0.637632130415917	-0.0857897971816659
chr1:524538:526560:clu_10_-	0.198198940751634	0.276578072402417	0.362367869584083	0.085789797181666
chr1:16993835:16995976:clu_100_-	0.505467611997015	0.90821718047533	0.964531367194236	0.0563141867189058
chr1:16993835:16995991:clu_100_-	-0.505467611997015	0.0917828195246697	0.0354686328057639	-0.0563141867189059
chr1:151166203:151166471:clu_1000_+	0.776450610917221	0.821079997348935	0.955916414401231	0.134836417052296
chr1:151166252:151166471:clu_1000_+	-0.776450610917221	0.178920002651065	0.0440835855987687	-0.134836417052296
chr1:151167414:151168144:clu_1001_+	0.484713414873788	0.901084060781988	0.944048828697226	0.0429647679152381
chr1:151167414:151168149:clu_1001_+	0.0962774552999369	0.0579372625517564	0.0411615317603357	-0.0167757307914207
chr1:151167414:151168194:clu_1001_+	-0.580990870173725	0.0409786766662554	0.014789639542438	-0.0261890371238174
chr1:151199081:151224245:clu_1002_+	-0.0741558228972039	0.275569157598906	0.26948715308071	-0.00608200451819635
chr1:151199081:151224248:clu_1002_+	-0.0483745510766648	0.705349479132243	0.707796599645928	0.00244712051368479
chr1:151199187:151224248:clu_1002_+	0.122530373973869	0.0190813632688508	0.0227162472733623	0.00363488400451148
chr1:151224279:151224371:clu_1003_+	-0.305322424691625	0.0315651356501789	0.0130210040650703	-0.0185441315851085
chr1:151224279:151227320:clu_1003_+	0.615216793467473	0.942834702597526	0.976466787735027	0.0336320851375014
chr1:151224406:151227320:clu_1003_+	-0.309894368775848	0.0256001617522954	0.0105122081999024	-0.015087953552393
chr1:151236763:151238182:clu_1004_+	-0.486983891055813	0.453866592053524	0.439363647508397	-0.0145029445451275
chr1:151236763:151239130:clu_1004_+	0.973911490603153	0.00996393367178585	0.0415705274702017	0.0316065937984159
chr1:151238265:151239130:clu_1004_+	-0.48692759954734	0.53616947427469	0.519065825021402	-0.0171036492532884
chr1:151240039:151242123:clu_1005_+	-0.37476932023525	0.320394828231598	0.289077177413661	-0.031317650817937
